MW	Sv	Se	Mi	nAT	nSK	nBT	nBM	RBN	nDB	nTB	nAB	nH	nC	nN	nO	nS	nCL	nHM	nHet	nX	H%	C%	N%	O%	X%	nCsp3	nCsp2	nCsp	nCIC	nR03	nR04	nR05	nR06	nR07	ARR	nCp	nCs	nCt	nCq	nCrs	nCrt	nCrq	nCar	nCbH	nCb-	nCconj	nR=Cp	nR=Cs	nR=Ct	nR#C-	nRCOOH	nRCOOR	nArCOOR	nRCHO	nArCHO	nRCO	nArCO	nArNH2	nArNHR	nRCN	nArNO2	nROH	nArOH	nOHp	nOHs	nOHt	nROR	nArOR	nSH	nOxiranes	nOxolanes	nFuranes	nPyridines	nHDon	nHAcc	Uc	Ui	Hy	TPSA(Tot)	MLOGP	SAtot
220.34	20.698	35.491	1.127	36	16	36	7	7	1	0	6	20	14	0	2	0	0	0	2	0	55.6	38.9	0.0	5.6	0.0	7	7	0	1	0	0	0	1	0	0.375	2	3	1	0	0	0	0	6	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.0	2.322	-0.856	26.3	3.494	359.171
222.26	18.547	30.494	1.125	30	16	31	7	4	1	0	6	14	12	0	4	0	0	0	4	0	46.7	40.0	0.0	13.3	0.0	5	7	0	2	0	0	1	1	0	0.353	2	0	1	0	0	0	0	6	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	3.0	2.322	-0.734	44.76	1.865	301.126
186.33	18.224	34.374	1.142	35	13	34	1	9	1	0	0	22	11	0	2	0	0	0	2	0	62.9	31.4	0.0	5.7	0.0	10	1	0	0	0	0	0	0	0	0.0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.822	26.3	2.972	342.285
176.28	16.929	28.396	1.122	29	13	29	7	4	1	0	6	16	12	0	1	0	0	0	1	0	55.2	41.4	0.0	3.4	0.0	5	7	0	1	0	0	0	1	0	0.462	2	2	1	0	0	0	0	6	4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	2.322	-0.897	17.07	3.027	291.902
178.3	17.456	30.28	1.127	31	13	31	6	4	0	0	6	18	12	0	1	0	0	0	1	0	58.1	38.7	0.0	3.2	0.0	6	6	0	1	0	0	0	1	0	0.462	2	3	1	0	0	0	0	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	2.807	2.0	-0.352	20.23	3.118	316.078
162.25	15.402	25.513	1.12	26	12	26	7	4	1	0	6	14	11	0	1	0	0	0	1	0	53.8	42.3	0.0	3.8	0.0	4	7	0	1	0	0	0	1	0	0.5	1	2	1	0	0	0	0	6	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	2.322	-0.888	17.07	2.746	265.826
209.42	21.87	40.589	1.14	42	15	41	1	11	0	1	0	27	14	1	0	0	0	0	1	0	64.3	33.3	2.4	0.0	0.0	13	0	1	0	0	0	0	0	0	0.0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.585	-0.912	23.79	4.769	404.72
154.28	15.456	28.28	1.136	29	11	30	0	0	0	0	0	18	10	0	1	0	0	0	1	0	62.1	34.5	0.0	3.4	0.0	10	0	0	2	0	0	2	1	0	0.0	3	4	1	2	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0.0	0.0	-0.294	20.23	2.502	276.871
210.29	19.402	29.513	1.104	30	16	31	13	4	1	0	12	14	15	0	1	0	0	0	1	0	46.7	50.0	0.0	3.3	0.0	2	13	0	2	0	0	0	2	0	0.706	0	2	0	0	0	0	0	12	10	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.807	3.0	-0.917	17.07	3.839	301.277
337.5	31.299	51.243	1.121	52	25	53	14	7	2	0	12	27	22	1	2	0	0	0	3	0	51.9	42.3	1.9	3.8	0.0	8	14	0	2	0	0	0	2	0	0.462	4	1	1	1	0	0	0	12	8	4	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3.907	3.17	-0.869	38.66	4.756	523.831
222.41	22.563	40.814	1.134	42	16	44	0	0	0	0	0	26	15	0	1	0	0	0	1	0	61.9	35.7	0.0	2.4	0.0	15	0	0	3	0	0	2	1	1	0.0	4	5	4	2	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0.0	0.0	-0.413	20.23	3.866	384.934
162.25	15.402	25.513	1.12	26	12	26	7	4	1	0	6	14	11	0	1	0	0	0	1	0	53.8	42.3	0.0	3.8	0.0	4	7	0	1	0	0	0	1	0	0.5	1	3	0	0	0	0	0	6	5	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	2.322	-0.888	17.07	3.014	262.069
216.31	19.127	35.145	1.143	35	15	34	2	8	2	0	0	20	11	0	4	0	0	0	4	0	57.1	31.4	0.0	11.4	0.0	9	2	0	0	0	0	0	0	0	0.0	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1.585	1.585	-0.716	52.6	2.033	371.649
213.25	18.085	27.174	1.111	27	16	28	13	3	1	0	12	11	13	1	2	0	0	0	3	0	40.7	48.1	3.7	7.4	0.0	0	13	0	2	0	0	0	2	0	0.706	0	0	0	0	0	0	0	12	9	3	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3.807	3.0	0.39	52.32	3.461	278.645
178.2	14.778	23.4	1.118	23	13	23	8	4	2	0	6	10	10	0	3	0	0	0	3	0	43.5	43.5	0.0	13.0	0.0	1	9	0	1	0	0	0	1	0	0.462	0	0	0	0	0	0	0	6	4	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	3.17	2.585	-0.202	46.53	2.511	262.886
298.57	30.439	57.443	1.141	59	21	58	1	17	1	0	0	38	19	0	2	0	0	0	2	0	64.4	32.2	0.0	3.4	0.0	18	1	0	0	0	0	0	0	0	0.0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.891	26.3	5.919	550.899
168.26	15.644	27.723	1.134	28	12	27	2	5	1	1	0	16	10	0	2	0	0	0	2	0	57.1	35.7	0.0	7.1	0.0	7	1	2	0	0	0	0	0	0	0.0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	2.0	-0.807	26.3	2.573	298.116
186.38	19.563	37.814	1.144	39	13	38	0	9	0	0	0	26	12	0	1	0	0	0	1	0	66.7	30.8	0.0	2.6	0.0	12	0	0	0	0	0	0	0	0	0.0	3	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	-0.352	20.23	4.379	374.888
204.24	17.305	27.284	1.116	27	15	28	8	2	2	0	6	12	12	0	3	0	0	0	3	0	44.4	44.4	0.0	11.1	0.0	3	9	0	2	0	0	0	2	0	0.375	2	0	0	0	0	0	0	6	3	3	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3.17	2.585	-0.781	39.44	2.573	272.595
168.21	14.305	24.284	1.13	24	12	24	3	3	3	0	0	12	9	0	3	0	0	0	3	0	50.0	37.5	0.0	12.5	0.0	5	4	0	1	0	0	1	0	0	0.0	2	3	0	0	2	0	0	0	0	0	3	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2.0	2.0	-0.727	43.37	0.945	248.551
196.22	16.02	26.611	1.128	26	14	26	7	3	1	0	6	12	10	0	4	0	0	0	4	0	46.2	38.5	0.0	15.4	0.0	3	7	0	1	0	0	0	1	0	0.429	1	0	0	0	0	0	0	6	2	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	4	3.0	2.322	-0.166	55.76	1.513	287.66
147.24	14.182	23.403	1.125	24	11	25	6	0	0	0	6	13	10	1	0	0	0	0	1	0	54.2	41.7	4.2	0.0	0.0	4	6	0	2	0	0	0	2	0	0.5	1	2	0	0	2	0	0	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.807	2.0	-0.294	12.03	2.421	212.821
162.2	14.064	22.073	1.113	22	12	23	7	0	1	0	6	10	10	0	2	0	0	0	2	0	45.5	45.5	0.0	9.1	0.0	3	7	0	2	0	0	0	2	0	0.462	1	2	0	0	2	0	0	6	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.0	2.322	-0.807	26.3	2.262	214.985
234.37	22.224	38.374	1.128	39	17	39	7	9	1	0	6	22	15	0	2	0	0	0	2	0	56.4	38.5	0.0	5.1	0.0	8	7	0	1	0	0	0	1	0	0.353	1	6	0	0	0	0	0	6	5	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.0	2.322	-0.865	26.3	4.93	381.492
138.18	12.064	20.073	1.125	20	10	20	6	2	0	0	6	10	8	0	2	0	0	0	2	0	50.0	40.0	0.0	10.0	0.0	2	6	0	1	0	0	0	1	0	0.6	1	0	0	0	0	0	0	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	2.807	2.0	-0.161	29.46	1.58	216.189
183.05	11.132	15.764	1.094	16	9	16	7	1	1	0	6	7	8	0	0	0	0	1	1	1	43.8	50.0	0.0	0.0	6.3	0	8	0	1	0	0	0	1	0	0.667	0	0	0	0	0	0	0	6	5	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	2.322	-0.848	0.0	3.59	197.741
200.36	19.751	37.258	1.142	38	14	37	1	9	1	0	0	24	12	0	2	0	0	0	2	0	63.2	31.6	0.0	5.3	0.0	11	1	0	0	0	0	0	0	0	0.0	3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.835	26.3	3.253	372.118
278.34	23.116	38.582	1.136	38	20	39	10	2	4	0	6	18	14	2	4	0	0	0	6	0	47.4	36.8	5.3	10.5	0.0	8	6	0	2	0	0	1	1	0	0.286	5	1	0	2	1	0	2	6	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3.459	3.0	-0.689	91.64	4.301	395.921
226.29	20.117	30.84	1.107	31	17	32	13	4	1	0	12	14	15	0	2	0	0	0	2	0	45.2	48.4	0.0	6.5	0.0	2	13	0	2	0	0	0	2	0	0.667	1	1	0	0	0	0	0	12	9	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.807	3.0	-0.865	26.3	3.77	316.392
166.24	15.117	25.84	1.128	26	12	26	6	4	0	0	6	14	10	0	2	0	0	0	2	0	53.8	38.5	0.0	7.7	0.0	4	6	0	1	0	0	0	1	0	0.5	2	0	0	0	0	0	0	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2.807	2.0	-0.807	18.46	2.2	262.022
196.26	17.876	26.629	1.1	27	15	28	13	2	1	0	12	12	14	0	1	0	0	0	1	0	44.4	51.9	0.0	3.7	0.0	1	13	0	2	0	0	0	2	0	0.75	1	0	0	0	0	0	0	12	9	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.807	3.0	-0.912	17.07	3.851	275.2
216.31	19.127	35.145	1.143	35	15	34	2	9	2	0	0	20	11	0	4	0	0	0	4	0	57.1	31.4	0.0	11.4	0.0	9	2	0	0	0	0	0	0	0	0.0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1.585	1.585	-0.716	52.6	2.033	365.358
144.24	13.644	25.723	1.144	26	10	25	1	6	1	0	0	16	8	0	2	0	0	0	2	0	61.5	30.8	0.0	7.7	0.0	7	1	0	0	0	0	0	0	0	0.0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.768	26.3	2.06	264.055
266.33	22.116	37.582	1.139	37	19	37	10	3	4	0	6	18	13	2	4	0	0	0	6	0	48.6	35.1	5.4	10.8	0.0	7	6	0	1	0	0	0	1	0	0.316	6	0	0	1	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3.459	3.0	-0.672	91.64	4.038	395.921
180.17	13.966	21.844	1.119	21	13	22	7	2	1	0	6	8	9	0	4	0	0	0	4	0	38.1	42.9	0.0	19.0	0.0	2	7	0	2	0	0	1	1	0	0.429	0	0	0	0	0	0	0	6	3	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	3.0	2.322	-0.673	44.76	1.257	219.139
152.21	13.59	22.956	1.127	23	11	23	6	2	0	0	6	12	9	0	2	0	0	0	2	0	52.2	39.1	0.0	8.7	0.0	3	6	0	1	0	0	0	1	0	0.545	1	0	0	0	0	0	0	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2.807	2.0	-0.79	18.46	1.897	235.945
134.19	12.349	19.745	1.114	20	10	20	7	2	1	0	6	10	9	0	1	0	0	0	1	0	50.0	45.0	0.0	5.0	0.0	1	8	0	1	0	0	0	1	0	0.6	0	1	0	0	0	0	0	6	4	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	3.0	2.322	-0.257	20.23	2.42	217.492
96.09	7.483	11.422	1.114	11	7	11	3	0	3	0	0	4	5	0	2	0	0	0	2	0	36.4	45.5	0.0	18.2	0.0	0	5	0	1	0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.668	30.21	0.667	130.383
121.2	11.655	19.52	1.129	20	9	20	6	1	0	0	6	11	8	1	0	0	0	0	1	0	55.0	40.0	5.0	0.0	0.0	3	5	0	1	0	0	0	1	0	0.667	2	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2.807	2.0	-0.848	12.89	1.533	200.395
228.26	19.305	29.284	1.108	29	17	30	13	4	1	0	12	12	14	0	3	0	0	0	3	0	41.4	48.3	0.0	10.3	0.0	1	13	0	2	0	0	0	2	0	0.667	0	0	0	0	0	0	0	12	9	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3.807	3.0	-0.807	35.53	3.214	305.431
152.26	14.929	26.396	1.131	27	11	26	3	3	3	0	0	16	10	0	1	0	0	0	1	0	59.3	37.0	0.0	3.7	0.0	5	5	0	0	0	0	0	0	0	0.0	4	0	0	1	0	0	0	0	0	0	3	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.0	2.0	-0.877	17.07	2.545	291.822
182.19	14.493	23.727	1.127	23	13	23	7	4	1	0	6	10	9	0	4	0	0	0	4	0	43.5	39.1	0.0	17.4	0.0	2	7	0	1	0	0	0	1	0	0.462	0	0	0	0	0	0	0	6	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	4	3.0	2.322	-0.127	55.76	1.892	261.583
162.25	15.402	25.513	1.12	26	12	26	7	3	1	0	6	14	11	0	1	0	0	0	1	0	53.8	42.3	0.0	3.8	0.0	4	7	0	1	0	0	0	1	0	0.5	2	1	1	0	0	0	0	6	5	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	2.322	-0.888	17.07	3.014	265.826
115.22	9.316	15.713	1.13	16	7	15	2	2	2	0	0	9	5	1	0	1	0	1	2	0	56.3	31.3	6.3	0.0	0.0	4	0	1	0	0	0	0	0	0	0.0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.668	44.45	2.539	201.619
228.26	19.305	29.284	1.108	29	17	30	13	3	1	0	12	12	14	0	3	0	0	0	3	0	41.4	48.3	0.0	10.3	0.0	1	13	0	2	0	0	0	2	0	0.667	1	0	0	0	0	0	0	12	8	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	3.807	3.0	-0.314	46.53	3.725	311.751
180.22	15.305	25.284	1.125	25	13	25	7	4	1	0	6	12	10	0	3	0	0	0	3	0	48.0	40.0	0.0	12.0	0.0	3	7	0	1	0	0	0	1	0	0.462	1	1	0	0	0	0	0	6	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	3.0	2.322	-0.202	46.53	2.597	272.544
146.16	11.493	20.727	1.146	20	10	19	2	4	2	0	0	10	6	0	4	0	0	0	4	0	50.0	30.0	0.0	20.0	0.0	4	2	0	0	0	0	0	0	0	0.0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1.585	1.585	-0.576	52.6	0.434	234.975
182.24	15.832	27.167	1.131	27	13	27	6	5	1	0	5	14	10	0	3	0	0	0	3	0	51.9	37.0	0.0	11.1	0.0	5	5	0	1	0	0	1	0	0	0.385	2	1	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2.807	2.17	-0.748	39.44	1.517	278.557
174.22	14.547	26.494	1.144	26	12	25	2	7	2	0	0	14	8	0	4	0	0	0	4	0	53.8	30.8	0.0	15.4	0.0	6	2	0	0	0	0	0	0	0	0.0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1.585	1.585	-0.646	52.6	1.121	283.372
121.2	11.655	19.52	1.129	20	9	20	6	2	0	0	6	11	8	1	0	0	0	0	1	0	55.0	40.0	5.0	0.0	0.0	3	5	0	1	0	0	0	1	0	0.667	1	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2.807	2.0	-0.848	12.89	1.533	200.395
156.62	12.176	19.069	1.117	19	10	19	6	2	0	0	6	9	8	0	1	0	1	1	2	1	47.4	42.1	0.0	5.3	5.3	2	6	0	1	0	0	0	1	0	0.6	1	0	0	0	0	0	0	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2.807	2.0	-0.768	9.23	2.778	216.155
228.42	22.805	43.025	1.142	44	16	43	1	12	1	0	0	28	14	0	2	0	0	0	2	0	63.6	31.8	0.0	4.5	0.0	13	1	0	0	0	0	0	0	0	0.0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.856	26.3	3.789	420.515
186.33	18.224	34.374	1.142	35	13	34	1	9	1	0	0	22	11	0	2	0	0	0	2	0	62.9	31.4	0.0	5.7	0.0	10	1	0	0	0	0	0	0	0	0.0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.822	26.3	3.884	342.285
133.21	12.655	20.52	1.123	21	10	22	6	0	0	0	6	11	9	1	0	0	0	0	1	0	52.4	42.9	4.8	0.0	0.0	3	6	0	2	0	0	0	2	0	0.545	0	2	0	0	2	0	0	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.807	2.0	-0.257	12.03	2.118	186.744
232.29	20.876	29.629	1.09	30	18	32	18	2	1	0	17	12	17	0	1	0	0	0	1	0	40.0	56.7	0.0	3.3	0.0	0	17	0	3	0	0	0	3	0	0.85	0	0	0	0	0	0	0	16	12	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4.248	3.392	-0.927	17.07	4.446	296.764
152.16	12.252	19.516	1.12	19	11	19	7	2	1	0	6	8	8	0	3	0	0	0	3	0	42.1	42.1	0.0	15.8	0.0	1	7	0	1	0	0	0	1	0	0.545	0	0	0	0	0	0	0	6	3	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	3	3.0	2.322	-0.119	46.53	1.433	220.391
180.27	16.644	28.723	1.129	29	13	29	6	5	0	0	6	16	11	0	2	0	0	0	2	0	55.2	37.9	0.0	6.9	0.0	5	6	0	1	0	0	0	1	0	0.462	2	0	0	0	0	0	0	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2.807	2.0	-0.822	18.46	2.63	288.099
150.24	14.402	24.513	1.125	25	11	25	6	4	0	0	6	14	10	0	1	0	0	0	1	0	56.0	40.0	0.0	4.0	0.0	4	6	0	1	0	0	0	1	0	0.545	1	1	0	0	0	0	0	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2.807	2.0	-0.877	9.23	2.545	246.907
162.25	15.402	25.513	1.12	26	12	26	7	2	1	0	6	14	11	0	1	0	0	0	1	0	53.8	42.3	0.0	3.8	0.0	4	7	0	1	0	0	0	1	0	0.5	3	0	0	1	0	0	0	6	4	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	2.322	-0.888	17.07	3.014	272.116
176.28	16.929	28.396	1.122	29	13	29	7	5	1	0	6	16	12	0	1	0	0	0	1	0	55.2	41.4	0.0	3.4	0.0	5	7	0	1	0	0	0	1	0	0.462	1	4	0	0	0	0	0	6	5	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	2.322	-0.897	17.07	3.295	288.146
184.25	16.876	25.629	1.104	26	14	27	12	3	0	0	12	12	13	0	1	0	0	0	1	0	46.2	50.0	0.0	3.8	0.0	1	12	0	2	0	0	0	2	0	0.8	0	0	0	0	0	0	0	12	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3.7	2.807	-0.905	9.23	3.399	260.037
186.33	18.224	34.374	1.142	35	13	34	1	9	1	0	0	22	11	0	2	0	0	0	2	0	62.9	31.4	0.0	5.7	0.0	10	1	0	0	0	0	0	0	0	0.0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.822	26.3	2.972	342.285
170.28	16.171	29.607	1.139	30	12	30	1	3	1	0	0	18	10	0	2	0	0	0	2	0	60.0	33.3	0.0	6.7	0.0	9	1	0	1	0	0	0	1	0	0.0	2	6	1	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.807	26.3	2.289	285.539
180.22	15.305	25.284	1.125	25	13	25	7	3	1	0	6	12	10	0	3	0	0	0	3	0	48.0	40.0	0.0	12.0	0.0	3	7	0	1	0	0	0	1	0	0.462	1	0	0	0	0	0	0	6	3	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	3.0	2.322	-0.748	35.53	1.542	266.224
176.28	16.929	28.396	1.122	29	13	29	7	2	1	0	6	16	12	0	1	0	0	0	1	0	55.2	41.4	0.0	3.4	0.0	5	7	0	1	0	0	0	1	0	0.462	4	0	1	0	0	0	0	6	3	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	2.322	-0.897	17.07	3.295	291.902
250.42	24.278	43.141	1.132	44	18	44	6	8	0	0	6	26	16	0	2	0	0	0	2	0	59.1	36.4	0.0	4.5	0.0	10	6	0	1	0	0	0	1	0	0.333	4	1	2	0	0	0	0	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2.807	2.0	-0.873	18.46	3.684	425.995
112.19	10.876	19.629	1.135	20	8	19	2	4	2	0	0	12	7	0	1	0	0	0	1	0	60.0	35.0	0.0	5.0	0.0	4	3	0	0	0	0	0	0	0	0.0	1	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.828	17.07	1.688	213.204
232.35	21.698	36.491	1.124	37	17	39	3	0	3	0	0	20	15	0	2	0	0	0	2	0	54.1	40.5	0.0	5.4	0.0	10	5	0	3	0	0	1	2	0	0.0	2	5	2	1	5	2	1	0	0	0	3	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.865	26.3	3.448	338.161
184.31	17.698	32.491	1.139	33	13	33	1	5	1	0	0	20	11	0	2	0	0	0	2	0	60.6	33.3	0.0	6.1	0.0	10	1	0	1	0	0	0	1	0	0.0	1	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.822	26.3	2.58	307.86
