MW	Sv	Se	Mi	nAT	nSK	nBT	nBM	RBN	nDB	nTB	nAB	nH	nC	nN	nO	nS	nCL	nHM	nHet	nX	H%	C%	N%	O%	X%	nCsp3	nCsp2	nCsp	nCIC	nR03	nR04	nR05	nR06	nR07	ARR	nCp	nCs	nCt	nCq	nCrs	nCrt	nCrq	nCar	nCbH	nCb-	nCconj	nR=Cp	nR=Cs	nR=Ct	nR#C-	nRCOOH	nRCOOR	nArCOOR	nRCHO	nArCHO	nRCO	nArCO	nArNH2	nArNHR	nRCN	nArNO2	nROH	nArOH	nOHp	nOHs	nOHt	nROR	nArOR	nSH	nOxiranes	nOxolanes	nFuranes	nPyridines	nHDon	nHAcc	Uc	Ui	Hy	TPSA(Tot)	MLOGP	SAtot
242.45	24.332	45.909	1.141	47	17	46	1	13	1	0	0	30	15	0	2	0	0	0	2	0	63.8	31.9	0.0	4.3	0.0	14	1	0	0	0	0	0	0	0	0.0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.865	26.3	4.957	446.592
162.25	15.402	25.513	1.12	26	12	26	7	3	1	0	6	14	11	0	1	0	0	0	1	0	53.8	42.3	0.0	3.8	0.0	4	7	0	1	0	0	0	1	0	0.5	2	1	1	0	0	0	0	6	4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	2.322	-0.888	17.07	2.746	265.826
190.26	17.117	27.84	1.119	28	14	29	7	3	1	0	6	14	12	0	2	0	0	0	2	0	50.0	42.9	0.0	7.1	0.0	5	7	0	2	0	0	1	1	0	0.4	1	4	0	0	1	0	0	6	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.0	2.322	-0.835	26.3	2.835	268.837
156.25	14.644	26.723	1.139	27	11	27	1	3	1	0	0	16	9	0	2	0	0	0	2	0	59.3	33.3	0.0	7.4	0.0	8	1	0	1	0	0	0	1	0	0.0	1	7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.79	26.3	1.985	255.706
220.34	20.698	35.491	1.127	36	16	36	7	8	1	0	6	20	14	0	2	0	0	0	2	0	55.6	38.9	0.0	5.6	0.0	7	7	0	1	0	0	0	1	0	0.375	1	5	0	0	0	0	0	6	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.0	2.322	-0.856	26.3	3.494	355.415
270.51	27.385	51.676	1.141	53	19	52	1	14	1	0	0	34	17	0	2	0	0	0	2	0	64.2	32.1	0.0	3.8	0.0	16	1	0	0	0	0	0	0	0	0.0	3	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.879	26.3	5.449	502.501
184.31	17.698	32.491	1.139	33	13	32	2	8	2	0	0	20	11	0	2	0	0	0	2	0	60.6	33.3	0.0	6.1	0.0	9	2	0	0	0	0	0	0	0	0.0	2	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.822	34.14	2.965	331.371
156.25	14.644	26.723	1.139	27	11	26	2	6	2	0	0	16	9	0	2	0	0	0	2	0	59.3	33.3	0.0	7.4	0.0	6	3	0	0	0	0	0	0	0	0.0	2	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.79	26.3	2.27	284.229
198.34	19.224	35.374	1.139	36	14	35	2	10	2	0	0	22	12	0	2	0	0	0	2	0	61.1	33.3	0.0	5.6	0.0	9	3	0	0	0	0	0	0	0	0.0	1	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.835	26.3	4.058	358.703
224.38	21.751	39.258	1.135	40	16	39	3	12	3	0	0	24	14	0	2	0	0	0	2	0	60.0	35.0	0.0	5.0	0.0	9	5	0	0	0	0	0	0	0	0.0	0	8	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.856	26.3	3.584	401.198
200.36	19.751	37.258	1.142	38	14	37	1	10	1	0	0	24	12	0	2	0	0	0	2	0	63.2	31.6	0.0	5.3	0.0	11	1	0	0	0	0	0	0	0	0.0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.835	26.3	3.253	368.362
240.43	23.805	44.025	1.138	45	17	44	2	10	2	0	0	28	15	0	2	0	0	0	2	0	62.2	33.3	0.0	4.4	0.0	12	3	0	0	0	0	0	0	0	0.0	4	6	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.865	26.3	3.937	440.689
194.25	16.832	28.167	1.126	28	14	28	7	5	1	0	6	14	11	0	3	0	0	0	3	0	50.0	39.3	0.0	10.7	0.0	4	7	0	1	0	0	0	1	0	0.429	1	1	0	0	0	0	0	6	4	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3.0	2.322	-0.766	35.53	2.11	292.301
238.41	23.278	42.141	1.135	43	17	44	1	5	1	0	0	26	15	0	2	0	0	0	2	0	60.5	34.9	0.0	4.7	0.0	14	1	0	2	0	0	2	1	0	0.0	4	7	1	2	4	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.865	26.3	3.653	399.893
174.32	17.224	33.374	1.147	34	12	33	0	8	0	0	0	22	10	0	2	0	0	0	2	0	64.7	29.4	0.0	5.9	0.0	10	0	0	0	0	0	0	0	0	0.0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0.0	0.0	-0.807	18.46	3.332	327.122
280.5	27.858	50.792	1.136	52	20	51	3	12	3	0	0	32	18	0	2	0	0	0	2	0	61.5	34.6	0.0	3.8	0.0	13	5	0	0	0	0	0	0	0	0.0	4	8	1	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.886	26.3	5.483	513.493
234.37	22.224	38.374	1.128	39	17	39	7	6	1	0	6	22	15	0	2	0	0	0	2	0	56.4	38.5	0.0	5.1	0.0	8	7	0	1	0	0	0	1	0	0.353	4	2	2	0	0	0	0	6	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.0	2.322	-0.865	26.3	3.75	393.237
206.31	19.171	32.607	1.126	33	15	33	7	6	1	0	6	18	13	0	2	0	0	0	2	0	54.5	39.4	0.0	6.1	0.0	6	7	0	1	0	0	0	1	0	0.4	2	4	0	0	0	0	0	6	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.0	2.322	-0.846	26.3	3.23	331.037
140.25	13.929	25.396	1.136	26	10	25	2	5	2	0	0	16	9	0	1	0	0	0	1	0	61.5	34.6	0.0	3.8	0.0	6	3	0	0	0	0	0	0	0	0.0	2	4	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.864	17.07	2.339	265.357
168.21	14.305	24.284	1.13	24	12	24	6	5	1	0	5	12	9	0	3	0	0	0	3	0	50.0	37.5	0.0	12.5	0.0	4	5	0	1	0	0	1	0	0	0.417	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2.807	2.17	-0.727	39.44	0.945	248.724
182.29	17.171	30.607	1.134	31	13	30	2	6	1	1	0	18	11	0	2	0	0	0	2	0	58.1	35.5	0.0	6.5	0.0	8	1	2	0	0	0	0	0	0	0.0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	2.0	-0.822	26.3	2.865	324.193
192.28	17.644	29.723	1.125	30	14	30	7	6	1	0	6	16	12	0	2	0	0	0	2	0	53.3	40.0	0.0	6.7	0.0	5	7	0	1	0	0	0	1	0	0.429	1	3	0	0	0	0	0	6	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.0	2.322	-0.835	26.3	2.959	303.262
186.33	18.224	34.374	1.142	35	13	34	1	8	1	0	0	22	11	0	2	0	0	0	2	0	62.9	31.4	0.0	5.7	0.0	10	1	0	0	0	0	0	0	0	0.0	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.822	26.3	2.972	346.041
178.25	16.117	26.84	1.123	27	13	27	7	4	1	0	6	14	11	0	2	0	0	0	2	0	51.9	40.7	0.0	7.4	0.0	4	7	0	1	0	0	0	1	0	0.462	2	1	1	0	0	0	0	6	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.0	2.322	-0.822	26.3	2.678	285.174
184.31	17.698	32.491	1.139	33	13	33	1	5	1	0	0	20	11	0	2	0	0	0	2	0	60.6	33.3	0.0	6.1	0.0	10	1	0	1	0	0	0	1	0	0.0	1	7	1	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.822	26.3	2.58	309.917
178.3	17.456	30.28	1.127	31	13	31	6	4	0	0	6	18	12	0	1	0	0	0	1	0	58.1	38.7	0.0	3.2	0.0	6	6	0	1	0	0	0	1	0	0.462	2	3	1	0	0	0	0	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	2.807	2.0	-0.352	20.23	3.118	318.613
192.28	17.644	29.723	1.125	30	14	30	7	5	1	0	6	16	12	0	2	0	0	0	2	0	53.3	40.0	0.0	6.7	0.0	5	7	0	1	0	0	0	1	0	0.429	2	3	0	0	0	0	0	6	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.0	2.322	-0.835	26.3	2.959	304.96
274.44	26.278	45.141	1.126	46	20	46	8	10	2	0	6	26	18	0	2	0	0	0	2	0	56.5	39.1	0.0	4.3	0.0	9	9	0	1	0	0	0	1	0	0.3	2	5	1	0	0	0	0	6	5	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.886	26.3	4.394	453.82
164.27	15.929	27.396	1.126	28	12	28	6	5	0	0	6	16	11	0	1	0	0	0	1	0	57.1	39.3	0.0	3.6	0.0	5	6	0	1	0	0	0	1	0	0.5	1	4	0	0	0	0	0	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	2.807	2.0	-0.325	20.23	2.837	279.955
196.32	18.698	33.491	1.134	34	14	33	2	7	1	1	0	20	12	0	2	0	0	0	2	0	58.8	35.3	0.0	5.9	0.0	9	1	2	0	0	0	0	0	0	0.0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	2.0	-0.835	26.3	4.058	350.269
244.41	24.036	40.931	1.124	42	18	43	7	2	1	0	6	24	17	0	1	0	0	0	1	0	57.1	40.5	0.0	2.4	0.0	10	7	0	2	0	0	1	1	0	0.316	6	2	0	2	2	0	1	6	2	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	2.322	-0.927	17.07	4.58	402.5
134.22	10.251	18.149	1.134	18	8	17	1	4	1	0	0	10	5	0	2	1	0	1	3	0	55.6	27.8	0.0	11.1	0.0	4	1	0	0	0	0	0	0	0	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.591	51.6	0.996	214.774
135.23	13.182	22.403	1.13	23	10	23	6	2	0	0	6	13	9	1	0	0	0	0	1	0	56.5	39.1	4.3	0.0	0.0	4	5	0	1	0	0	0	1	0	0.6	2	1	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2.807	2.0	-0.864	12.89	1.85	230.228
273.41	25.246	42.476	1.128	43	20	44	8	4	2	0	6	23	17	1	2	0	0	0	3	0	53.5	39.5	2.3	4.7	0.0	8	9	0	2	0	0	0	2	0	0.286	3	3	2	0	3	1	0	6	4	2	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3.17	2.585	0.262	52.32	3.976	414.015
154.28	15.456	28.28	1.136	29	11	29	1	2	1	0	0	18	10	0	1	0	0	0	1	0	62.1	34.5	0.0	3.4	0.0	9	1	0	1	0	0	0	1	0	0.0	2	5	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.0	-0.877	17.07	2.357	272.481
194.3	18.171	31.607	1.13	32	14	32	3	4	3	0	0	18	12	0	2	0	0	0	2	0	56.3	37.5	0.0	6.3	0.0	7	5	0	1	0	0	0	1	0	0.0	2	3	1	0	3	1	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.835	26.3	2.657	316.677
134.19	12.349	19.745	1.114	20	10	20	7	1	1	0	6	10	9	0	1	0	0	0	1	0	50.0	45.0	0.0	5.0	0.0	2	7	0	1	0	0	0	1	0	0.6	2	0	0	0	0	0	0	6	3	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.0	2.322	-0.864	17.07	2.42	209.916
144.24	13.644	25.723	1.144	26	10	25	1	4	1	0	0	16	8	0	2	0	0	0	2	0	61.5	30.8	0.0	7.7	0.0	7	1	0	0	0	0	0	0	0	0.0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.768	26.3	2.06	269.509
170.33	17.51	33.047	1.14	34	12	33	1	8	1	0	0	22	11	0	1	0	0	0	1	0	64.7	32.4	0.0	2.9	0.0	9	2	0	0	0	0	0	0	0	0.0	2	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1.0	1.0	-0.325	20.23	3.953	335.396
193.27	17.139	28.942	1.132	29	14	29	7	5	1	0	6	15	11	1	2	0	0	0	3	0	51.7	37.9	3.4	6.9	0.0	4	7	0	1	0	0	0	1	0	0.429	2	0	0	0	0	0	0	6	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3.0	2.322	-0.235	38.33	2.378	294.338
196.27	17.359	30.051	1.132	30	14	30	6	7	1	0	5	16	11	0	3	0	0	0	3	0	53.3	36.7	0.0	10.0	0.0	6	5	0	1	0	0	1	0	0	0.357	1	4	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2.807	2.17	-0.766	39.44	1.808	300.878
204.29	18.644	30.723	1.121	31	15	31	8	5	2	0	6	16	13	0	2	0	0	0	2	0	51.6	41.9	0.0	6.5	0.0	4	9	0	1	0	0	0	1	0	0.4	2	1	0	0	0	0	0	6	5	1	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.17	2.585	-0.846	26.3	3.145	319.68
192.23	16.305	26.284	1.12	26	14	27	7	3	1	0	6	12	11	0	3	0	0	0	3	0	46.2	42.3	0.0	11.5	0.0	4	7	0	2	0	0	1	1	0	0.4	1	2	0	0	0	0	0	6	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	3.0	2.322	-0.766	35.53	1.58	256.177
264.45	25.805	46.025	1.133	47	19	49	1	2	1	0	0	28	17	0	2	0	0	0	2	0	59.6	36.2	0.0	4.3	0.0	16	1	0	3	0	1	0	1	1	0.0	4	7	3	2	7	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.879	26.3	4.145	425.97
158.27	15.171	28.607	1.143	29	11	28	1	6	1	0	0	18	9	0	2	0	0	0	2	0	62.1	31.0	0.0	6.9	0.0	8	1	0	0	0	0	0	0	0	0.0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	1.0	1.0	-0.206	37.3	1.565	300.859
263.31	22.612	33.058	1.103	33	20	35	18	3	1	0	17	13	17	1	2	0	0	0	3	0	39.4	51.5	3.0	6.1	0.0	0	17	0	3	0	0	0	3	0	0.773	0	0	0	0	0	0	0	16	11	5	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4.248	3.392	0.262	52.32	4.321	326.286
212.37	20.751	38.258	1.138	39	15	39	1	4	1	0	0	24	13	0	2	0	0	0	2	0	61.5	33.3	0.0	5.1	0.0	12	1	0	1	0	0	0	1	0	0.0	4	6	1	1	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.846	26.3	3.133	373.816
236.44	24.09	43.698	1.134	45	17	47	0	1	0	0	0	28	16	0	1	0	0	0	1	0	62.2	35.6	0.0	2.2	0.0	16	0	0	3	0	0	2	1	1	0.0	4	5	4	2	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0.0	0.0	-0.923	9.23	4.116	399.447
224.38	21.751	39.258	1.135	40	16	39	3	8	3	0	0	24	14	0	2	0	0	0	2	0	60.0	35.0	0.0	5.0	0.0	9	5	0	0	0	0	0	0	0	0.0	4	4	1	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.856	26.3	3.584	409.187
210.35	20.224	36.374	1.135	37	15	37	2	4	2	0	0	22	13	0	2	0	0	0	2	0	59.5	35.1	0.0	5.4	0.0	10	3	0	1	0	0	0	1	0	0.0	4	4	2	0	3	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.846	26.3	3.026	360.401
297.3	22.514	37.571	1.146	36	21	36	12	4	6	0	6	15	12	3	6	0	0	0	9	0	41.7	33.3	8.3	16.7	0.0	6	6	0	1	0	0	0	1	0	0.286	5	0	0	1	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3.7	3.322	-0.563	137.46	3.885	407.77
242.29	20.832	32.167	1.11	32	18	33	13	5	1	0	12	14	15	0	3	0	0	0	3	0	43.8	46.9	0.0	9.4	0.0	2	13	0	2	0	0	0	2	0	0.632	0	1	0	0	0	0	0	12	9	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	3.807	3.0	-0.334	46.53	3.713	337.828
206.22	15.976	29.149	1.149	28	14	27	2	7	2	0	0	14	8	0	6	0	0	0	6	0	50.0	28.6	0.0	21.4	0.0	6	2	0	0	0	0	0	0	0	0.0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	6	1.585	1.585	0.686	93.06	-0.439	340.127
198.34	19.224	35.374	1.139	36	14	36	1	3	1	0	0	22	12	0	2	0	0	0	2	0	61.1	33.3	0.0	5.6	0.0	11	1	0	1	0	0	0	1	0	0.0	4	5	1	1	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.835	26.3	2.861	347.739
198.34	19.224	35.374	1.139	36	14	36	1	3	1	0	0	22	12	0	2	0	0	0	2	0	61.1	33.3	0.0	5.6	0.0	11	1	0	1	0	0	0	1	0	0.0	4	4	3	0	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.835	26.3	2.861	345.205
180.27	16.644	28.723	1.129	29	13	29	6	4	0	0	6	16	11	0	2	0	0	0	2	0	55.2	37.9	0.0	6.9	0.0	5	6	0	1	0	0	0	1	0	0.462	1	0	1	0	0	0	0	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2.807	2.0	-0.822	18.46	2.362	291.855
164.22	14.59	23.956	1.121	24	12	24	7	3	1	0	6	12	10	0	2	0	0	0	2	0	50.0	41.7	0.0	8.3	0.0	3	7	0	1	0	0	0	1	0	0.5	2	1	0	0	0	0	0	6	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.0	2.322	-0.807	26.3	2.386	252.807
154.18	12.778	21.4	1.129	21	11	21	6	2	0	0	6	10	8	0	3	0	0	0	3	0	47.6	38.1	0.0	14.3	0.0	2	6	0	1	0	0	0	1	0	0.545	1	0	0	0	0	0	0	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	2	3	2.807	2.0	0.66	49.69	0.744	238.276
268.33	23.359	36.051	1.11	36	20	37	14	6	2	0	12	16	17	0	3	0	0	0	3	0	44.4	47.2	0.0	8.3	0.0	2	15	0	2	0	0	0	2	0	0.571	0	1	0	0	0	0	0	12	8	4	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3.907	3.17	-0.836	35.53	3.885	374.002
152.21	13.59	22.956	1.127	23	11	23	6	3	0	0	6	12	9	0	2	0	0	0	2	0	52.2	39.1	0.0	8.7	0.0	3	6	0	1	0	0	0	1	0	0.545	0	0	0	0	0	0	0	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2.807	2.0	-0.79	18.46	2.035	235.945
166.29	16.456	29.28	1.132	30	12	30	2	4	2	0	0	18	11	0	1	0	0	0	1	0	60.0	36.7	0.0	3.3	0.0	8	3	0	1	0	0	1	0	0	0.0	2	6	0	0	2	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.888	17.07	2.541	281.387
132.22	13.161	21.302	1.113	22	10	22	7	1	1	0	6	12	10	0	0	0	0	0	0	0	54.5	45.5	0.0	0.0	0.0	2	8	0	1	0	0	0	1	0	0.6	2	0	0	0	0	0	0	6	4	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	2.322	-0.96	0.0	3.472	222.132
182.29	17.171	30.607	1.134	31	13	32	1	2	1	0	0	18	11	0	2	0	0	0	2	0	58.1	35.5	0.0	6.5	0.0	10	1	0	2	0	0	2	1	0	0.0	3	4	1	2	4	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.822	26.3	2.58	295.586
172.3	16.698	31.491	1.143	32	12	31	1	8	1	0	0	20	10	0	2	0	0	0	2	0	62.5	31.3	0.0	6.3	0.0	9	1	0	0	0	0	0	0	0	0.0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.807	26.3	2.681	316.208
172.3	16.698	31.491	1.143	32	12	31	1	6	1	0	0	20	10	0	2	0	0	0	2	0	62.5	31.3	0.0	6.3	0.0	9	1	0	0	0	0	0	0	0	0.0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.807	26.3	2.681	323.72
152.21	13.59	22.956	1.127	23	11	23	6	2	0	0	6	12	9	0	2	0	0	0	2	0	52.2	39.1	0.0	8.7	0.0	3	6	0	1	0	0	0	1	0	0.545	1	1	0	0	0	0	0	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	2.807	2.0	-0.206	29.46	1.897	242.266
206.36	20.51	36.047	1.129	37	15	37	6	3	0	0	6	22	14	0	1	0	0	0	1	0	59.5	37.8	0.0	2.7	0.0	8	6	0	1	0	0	0	1	0	0.4	5	1	0	2	0	0	0	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2.807	2.0	-0.395	20.23	3.921	377.628
114.16	10.064	18.073	1.139	18	8	17	2	3	2	0	0	10	6	0	2	0	0	0	2	0	55.6	33.3	0.0	11.1	0.0	4	2	0	0	0	0	0	0	0	0.0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.71	34.14	0.454	200.987
178.25	16.117	26.84	1.123	27	13	27	7	4	1	0	6	14	11	0	2	0	0	0	2	0	51.9	40.7	0.0	7.4	0.0	4	7	0	1	0	0	0	1	0	0.462	2	2	0	0	0	0	0	6	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.0	2.322	-0.822	26.3	2.678	278.883
