%
% ARFF data file, generated by KNIME
%
% Date: Mon Dec 05 16:10:13 BRST 2016
% User: guillaume
%

@RELATION DataTable
@ATTRIBUTE MW	REAL
@ATTRIBUTE Sv	REAL
@ATTRIBUTE Se	REAL
@ATTRIBUTE Mi	REAL
@ATTRIBUTE nAT	INTEGER
@ATTRIBUTE nSK	INTEGER
@ATTRIBUTE nBT	INTEGER
@ATTRIBUTE nBM	INTEGER
@ATTRIBUTE RBN	INTEGER
@ATTRIBUTE nDB	INTEGER
@ATTRIBUTE nTB	INTEGER
@ATTRIBUTE nAB	INTEGER
@ATTRIBUTE nH	INTEGER
@ATTRIBUTE nC	INTEGER
@ATTRIBUTE nN	INTEGER
@ATTRIBUTE nO	INTEGER
@ATTRIBUTE nS	INTEGER
@ATTRIBUTE nCL	INTEGER
@ATTRIBUTE nHM	INTEGER
@ATTRIBUTE nHet	INTEGER
@ATTRIBUTE nX	INTEGER
@ATTRIBUTE H_percent	REAL
@ATTRIBUTE C_percent	REAL
@ATTRIBUTE N_percent	REAL
@ATTRIBUTE O_percent	REAL
@ATTRIBUTE X_percent	REAL
@ATTRIBUTE nCsp3	INTEGER
@ATTRIBUTE nCsp2	INTEGER
@ATTRIBUTE nCsp	INTEGER
@ATTRIBUTE nCIC	INTEGER
@ATTRIBUTE nR03	INTEGER
@ATTRIBUTE nR04	INTEGER
@ATTRIBUTE nR05	INTEGER
@ATTRIBUTE nR06	INTEGER
@ATTRIBUTE nR07	INTEGER
@ATTRIBUTE ARR	REAL
@ATTRIBUTE nCp	INTEGER
@ATTRIBUTE nCs	INTEGER
@ATTRIBUTE nCt	INTEGER
@ATTRIBUTE nCq	INTEGER
@ATTRIBUTE nCrs	INTEGER
@ATTRIBUTE nCrt	INTEGER
@ATTRIBUTE nCrq	INTEGER
@ATTRIBUTE nCar	INTEGER
@ATTRIBUTE nCbH	INTEGER
@ATTRIBUTE nCb-	INTEGER
@ATTRIBUTE nCconj	INTEGER
@ATTRIBUTE nR=Cp	INTEGER
@ATTRIBUTE nR=Cs	INTEGER
@ATTRIBUTE nR=Ct	INTEGER
@ATTRIBUTE nR	INTEGER
@ATTRIBUTE Col51	INTEGER
@ATTRIBUTE Col52	INTEGER
@ATTRIBUTE Col53	INTEGER
@ATTRIBUTE Col54	INTEGER
@ATTRIBUTE Col55	INTEGER
@ATTRIBUTE Col56	INTEGER
@ATTRIBUTE Col57	INTEGER
@ATTRIBUTE Col58	INTEGER
@ATTRIBUTE Col59	INTEGER
@ATTRIBUTE Col60	INTEGER
@ATTRIBUTE Col61	INTEGER
@ATTRIBUTE Col62	INTEGER
@ATTRIBUTE Col63	INTEGER
@ATTRIBUTE Col64	INTEGER
@ATTRIBUTE Col65	INTEGER
@ATTRIBUTE Col66	INTEGER
@ATTRIBUTE Col67	INTEGER
@ATTRIBUTE Col68	INTEGER
@ATTRIBUTE Col69	INTEGER
@ATTRIBUTE Col70	INTEGER
@ATTRIBUTE Col71	INTEGER
@ATTRIBUTE Col72	INTEGER
@ATTRIBUTE Col73	INTEGER
@ATTRIBUTE Col74	INTEGER
@ATTRIBUTE Col75	INTEGER
@ATTRIBUTE Col76	REAL
@ATTRIBUTE Col77	REAL
@ATTRIBUTE Col78	REAL
@ATTRIBUTE Col79	REAL
@ATTRIBUTE Col80	REAL
@ATTRIBUTE Col81	REAL
@ATTRIBUTE musk	{0,1}

@DATA
171.26,16.182,25.403,1.115,26,13,27,11,1,0,0,11,13,12,1,0,0,0,0,1,0,50.0,46.2,3.8,0.0,0.0,3,9,0,2,0,0,0,2,0,0.786,2,0,1,0,0,0,0,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.585,2.7,-0.897,12.89,2.941,251.792,0
182.24,15.832,27.167,1.131,27,13,27,6,6,1,0,5,14,10,0,3,0,0,0,3,0,51.9,37.0,0.0,11.1,0.0,5,5,0,1,0,0,1,0,0,0.385,1,3,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2.807,2.17,-0.748,39.44,1.517,274.801,0
178.3,17.456,30.28,1.127,31,13,31,6,1,0,0,6,18,12,0,1,0,0,0,1,0,58.1,38.7,0.0,3.2,0.0,6,6,0,1,0,0,0,1,0,0.462,5,0,0,1,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.807,2.0,-0.352,20.23,3.386,315.427,0
234.23,17.691,31.476,1.146,30,16,29,3,8,3,0,0,14,9,0,7,0,0,0,7,0,46.7,30.0,0.0,23.3,0.0,6,3,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7,2.0,2.0,-0.046,99.13,-0.165,363.434,0
178.25,16.117,26.84,1.123,27,13,27,7,5,1,0,6,14,11,0,2,0,0,0,2,0,51.9,40.7,0.0,7.4,0.0,3,8,0,1,0,0,0,1,0,0.462,1,0,0,0,0,0,0,6,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3.0,2.322,-0.822,18.46,2.402,278.44,0
158.27,15.171,28.607,1.143,29,11,29,0,5,0,0,0,18,9,0,2,0,0,0,2,0,62.1,31.0,0.0,6.9,0.0,9,0,0,1,0,0,1,0,0,0.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,0.0,-0.79,18.46,1.724,264.922,0
134.19,12.349,19.745,1.114,20,10,20,7,3,1,0,6,10,9,0,1,0,0,0,1,0,50.0,45.0,0.0,5.0,0.0,1,8,0,1,0,0,0,1,0,0.6,0,0,0,0,0,0,0,6,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,2.322,-0.864,9.23,2.42,211.171,0
150.24,14.402,24.513,1.125,25,11,25,6,4,0,0,6,14,10,0,1,0,0,0,1,0,56.0,40.0,0.0,4.0,0.0,4,6,0,1,0,0,0,1,0,0.545,1,1,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.807,2.0,-0.877,9.23,2.545,246.907,0
122.13,10.01,15.305,1.111,15,9,15,7,2,1,0,6,6,7,0,2,0,0,0,2,0,40.0,46.7,0.0,13.3,0.0,0,7,0,1,0,0,0,1,0,0.667,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,2.322,-0.742,26.3,1.7,172.878,0
172.19,14.537,21.189,1.099,21,13,22,12,2,1,0,11,8,11,0,2,0,0,0,2,0,38.1,52.4,0.0,9.5,0.0,0,11,0,2,0,0,0,2,0,0.786,0,0,0,0,0,0,0,10,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.7,2.907,-0.822,26.3,2.777,220.519,0
145.22,13.655,21.52,1.117,22,11,22,7,3,0,1,6,11,10,1,0,0,0,0,1,0,50.0,45.5,4.5,0.0,0.0,3,6,1,1,0,0,0,1,0,0.545,0,3,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,2.585,-0.877,23.79,2.455,235.314,0
166.24,15.117,25.84,1.128,26,12,26,6,4,0,0,6,14,10,0,2,0,0,0,2,0,53.8,38.5,0.0,7.7,0.0,4,6,0,1,0,0,0,1,0,0.5,2,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2.807,2.0,-0.807,18.46,2.2,262.022,0
136.16,11.537,18.189,1.116,18,10,18,7,3,1,0,6,8,8,0,2,0,0,0,2,0,44.4,44.4,0.0,11.1,0.0,1,7,0,1,0,0,0,1,0,0.6,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3.0,2.322,-0.768,26.3,1.222,198.955,0
180.2,12.186,16.818,1.109,16,12,16,10,2,4,0,6,4,7,2,2,1,0,1,5,0,25.0,43.8,12.5,12.5,0.0,0,6,1,1,0,0,0,1,0,0.5,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.459,3.0,-0.565,90.27,3.106,222.843,0
182.24,15.832,27.167,1.131,27,13,27,6,4,0,0,6,14,10,0,3,0,0,0,3,0,51.9,37.0,0.0,11.1,0.0,4,6,0,1,0,0,0,1,0,0.462,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,2.807,2.0,-0.748,27.69,1.771,277.138,0
164.22,14.59,23.956,1.121,24,12,24,7,3,1,0,6,12,10,0,2,0,0,0,2,0,50.0,41.7,0.0,8.3,0.0,3,7,0,1,0,0,0,1,0,0.5,2,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,2.322,-0.807,26.3,2.386,251.108,0
170.33,17.51,33.047,1.14,34,12,33,1,8,1,0,0,22,11,0,1,0,0,0,1,0,64.7,32.4,0.0,2.9,0.0,10,1,0,0,0,0,0,0,0,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,-0.888,17.07,3.953,327.169,0
198.34,19.224,35.374,1.139,36,14,37,0,1,0,0,0,22,12,0,2,0,0,0,2,0,61.1,33.3,0.0,5.6,0.0,12,0,0,2,0,0,1,1,0,0.0,3,5,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,0.0,-0.835,18.46,2.6,326.763,0
166.19,13.778,22.4,1.123,22,12,22,7,3,1,0,6,10,9,0,3,0,0,0,3,0,45.5,40.9,0.0,13.6,0.0,2,7,0,1,0,0,0,1,0,0.5,1,0,0,0,0,0,0,6,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,3.0,2.322,-0.164,46.53,1.239,246.468,0
238.46,24.617,45.581,1.137,47,17,47,1,0,1,0,0,30,16,0,1,0,0,0,1,0,63.8,34.0,0.0,2.1,0.0,15,1,0,1,0,0,0,0,0,0.0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,-0.923,17.07,3.971,421.429,1
214.39,21.278,40.141,1.142,41,15,40,1,11,1,0,0,26,13,0,2,0,0,0,2,0,63.4,31.7,0.0,4.9,0.0,12,1,0,0,0,0,0,0,0,0.0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.846,26.3,4.437,394.438,0
192.28,17.644,29.723,1.125,30,14,30,7,3,1,0,6,16,12,0,2,0,0,0,2,0,53.3,40.0,0.0,6.7,0.0,5,7,0,1,0,0,0,1,0,0.429,4,0,0,1,0,0,0,6,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,2.322,-0.835,26.3,3.227,313.309,0
138.18,12.064,20.073,1.125,20,10,20,6,1,0,0,6,10,8,0,2,0,0,0,2,0,50.0,40.0,0.0,10.0,0.0,2,6,0,1,0,0,0,1,0,0.6,1,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2.807,2.0,-0.161,29.46,1.58,216.189,0
164.22,14.59,23.956,1.121,24,12,24,7,3,1,0,6,12,10,0,2,0,0,0,2,0,50.0,41.7,0.0,8.3,0.0,3,7,0,1,0,0,0,1,0,0.5,2,1,0,0,0,0,0,6,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,2.322,-0.807,26.3,2.654,251.108,0
150.24,14.402,24.513,1.125,25,11,25,6,4,0,0,6,14,10,0,1,0,0,0,1,0,56.0,40.0,0.0,4.0,0.0,4,6,0,1,0,0,0,1,0,0.545,1,3,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2.807,2.0,-0.294,20.23,2.545,253.878,0
252.49,26.144,48.465,1.137,50,18,50,1,0,1,0,0,32,17,0,1,0,0,0,1,0,64.0,34.0,0.0,2.0,0.0,16,1,0,1,0,0,0,0,0,0.0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,-0.927,17.07,4.214,447.506,1
190.26,17.117,27.84,1.119,28,14,28,8,5,2,0,6,14,12,0,2,0,0,0,2,0,50.0,42.9,0.0,7.1,0.0,3,9,0,1,0,0,0,1,0,0.429,1,1,0,0,0,0,0,6,5,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.17,2.585,-0.835,26.3,2.873,293.603,0
142.22,13.117,23.84,1.139,24,10,23,2,7,2,0,0,14,8,0,2,0,0,0,2,0,58.3,33.3,0.0,8.3,0.0,4,4,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1.585,1.585,-0.768,18.46,1.141,255.651,0
152.21,13.59,22.956,1.127,23,11,23,6,2,0,0,6,12,9,0,2,0,0,0,2,0,52.2,39.1,0.0,8.7,0.0,3,6,0,1,0,0,0,1,0,0.545,1,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2.807,2.0,-0.79,18.46,1.897,235.945,0
115.22,9.316,15.713,1.13,16,7,15,2,2,2,0,0,9,5,1,0,1,0,1,2,0,56.3,31.3,6.3,0.0,0.0,4,0,1,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.585,1.585,-0.668,44.45,2.539,202.048,0
166.19,13.778,22.4,1.123,22,12,22,7,2,1,0,6,10,9,0,3,0,0,0,3,0,45.5,40.9,0.0,13.6,0.0,2,7,0,1,0,0,0,1,0,0.5,1,0,0,0,0,0,0,6,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3.0,2.322,-0.164,46.53,2.294,246.468,0
198.28,18.402,28.513,1.107,29,15,30,12,2,0,0,12,14,14,0,1,0,0,0,1,0,48.3,48.3,0.0,3.4,0.0,2,12,0,2,0,0,0,2,0,0.75,2,0,0,0,0,0,0,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.7,2.807,-0.912,9.23,3.93,286.114,0
116.23,11.929,23.396,1.147,24,8,23,0,5,0,0,0,16,7,0,1,0,0,0,1,0,66.7,29.2,0.0,4.2,0.0,7,0,0,0,0,0,0,0,0,0.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,-0.828,9.23,1.94,233.776,0
140.25,13.929,25.396,1.136,26,10,26,1,0,1,0,0,16,9,0,1,0,0,0,1,0,61.5,34.6,0.0,3.8,0.0,7,2,0,1,0,0,0,1,0,0.0,3,3,0,1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,1.0,-0.257,20.23,2.054,263.456,0
168.26,15.644,27.723,1.134,28,12,28,2,1,2,0,0,16,10,0,2,0,0,0,2,0,57.1,35.7,0.0,7.1,0.0,7,3,0,1,0,0,0,1,0,0.0,3,2,2,0,2,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1.585,1.585,-0.244,37.3,1.369,284.259,0
112.19,10.876,19.629,1.135,20,8,21,0,0,0,0,0,12,7,0,1,0,0,0,1,0,60.0,35.0,0.0,5.0,0.0,7,0,0,2,0,0,2,1,0,0.0,0,5,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,-0.158,20.23,1.548,182.304,0
150.24,14.402,24.513,1.125,25,11,25,3,1,3,0,0,14,10,0,1,0,0,0,1,0,56.0,40.0,0.0,4.0,0.0,5,5,0,1,0,0,0,1,0,0.0,2,2,1,0,2,1,0,0,0,0,3,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,-0.877,17.07,2.153,249.408,0
196.37,20.036,36.931,1.137,38,14,38,1,0,1,0,0,24,13,0,1,0,0,0,1,0,63.2,34.2,0.0,2.6,0.0,12,1,0,1,0,0,0,0,0,0.0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,-0.905,17.07,3.202,343.199,1
270.51,27.385,51.676,1.141,53,19,52,1,15,1,0,0,34,17,0,2,0,0,0,2,0,64.2,32.1,0.0,3.8,0.0,16,1,0,0,0,0,0,0,0,0.0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.879,26.3,5.449,498.745,0
208.28,18.359,31.051,1.127,31,15,31,7,6,1,0,6,16,12,0,3,0,0,0,3,0,51.6,38.7,0.0,9.7,0.0,5,7,0,1,0,0,0,1,0,0.4,2,0,1,0,0,0,0,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3.0,2.322,-0.781,35.53,2.391,322.134,0
182.19,14.493,23.727,1.127,23,13,23,7,3,1,0,6,10,9,0,4,0,0,0,4,0,43.5,39.1,0.0,17.4,0.0,2,7,0,1,0,0,0,1,0,0.462,0,0,0,0,0,0,0,6,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,3.0,2.322,-0.127,55.76,1.754,261.583,0
186.33,18.224,34.374,1.142,35,13,34,1,10,1,0,0,22,11,0,2,0,0,0,2,0,62.9,31.4,0.0,5.7,0.0,10,1,0,0,0,0,0,0,0,0.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.822,26.3,3.884,342.285,0
200.36,19.751,37.258,1.142,38,14,37,1,10,1,0,0,24,12,0,2,0,0,0,2,0,63.2,31.6,0.0,5.3,0.0,11,1,0,0,0,0,0,0,0,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.835,26.3,3.253,368.362,0
214.39,21.278,40.141,1.142,41,15,40,1,11,1,0,0,26,13,0,2,0,0,0,2,0,63.4,31.7,0.0,4.9,0.0,12,1,0,0,0,0,0,0,0,0.0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.846,26.3,4.437,394.438,0
248.4,23.751,41.258,1.129,42,18,42,7,10,1,0,6,24,16,0,2,0,0,0,2,0,57.1,38.1,0.0,4.8,0.0,9,7,0,1,0,0,0,1,0,0.333,1,7,0,0,0,0,0,6,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,2.322,-0.873,26.3,5.18,407.569,0
234.37,22.224,38.374,1.128,39,17,39,7,9,1,0,6,22,15,0,2,0,0,0,2,0,56.4,38.5,0.0,5.1,0.0,8,7,0,1,0,0,0,1,0,0.353,1,6,0,0,0,0,0,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,2.322,-0.865,26.3,3.75,381.492,0
220.34,20.698,35.491,1.127,36,16,36,7,8,1,0,6,20,14,0,2,0,0,0,2,0,55.6,38.9,0.0,5.6,0.0,7,7,0,1,0,0,0,1,0,0.375,1,5,0,0,0,0,0,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,2.322,-0.856,26.3,3.494,355.415,0
200.36,19.751,37.258,1.142,38,14,37,1,9,1,0,0,24,12,0,2,0,0,0,2,0,63.2,31.6,0.0,5.3,0.0,11,1,0,0,0,0,0,0,0,0.0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.835,26.3,4.165,372.118,0
158.36,8.329,11.956,1.077,12,6,11,0,3,0,0,0,6,2,0,0,4,0,4,4,0,50.0,16.7,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.307,101.2,0.845,201.659,0
151.18,12.558,20.291,1.129,20,11,20,8,3,2,0,6,9,8,1,2,0,0,0,3,0,45.0,40.0,5.0,10.0,0.0,2,6,0,1,0,0,0,1,0,0.545,0,1,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.17,2.585,-0.702,45.82,2.306,217.564,0
242.45,24.332,45.909,1.141,47,17,46,1,13,1,0,0,30,15,0,2,0,0,0,2,0,63.8,31.9,0.0,4.3,0.0,14,1,0,0,0,0,0,0,0,0.0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.865,26.3,4.957,446.592,0
198.34,19.224,35.374,1.139,36,14,36,1,6,1,0,0,22,12,0,2,0,0,0,2,0,61.1,33.3,0.0,5.6,0.0,11,1,0,1,0,0,0,1,0,0.0,1,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.835,26.3,2.861,333.936,0
236.34,21.412,36.818,1.129,37,17,37,7,8,1,0,6,20,14,0,3,0,0,0,3,0,54.1,37.8,0.0,8.1,0.0,7,7,0,1,0,0,0,1,0,0.353,1,5,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3.0,2.322,-0.314,46.53,3.705,376.851,0
194.3,18.171,31.607,1.13,32,14,32,6,6,0,0,6,18,12,0,2,0,0,0,2,0,56.3,37.5,0.0,6.3,0.0,6,6,0,1,0,0,0,1,0,0.429,2,1,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2.807,2.0,-0.835,18.46,2.643,314.176,0
220.34,20.698,35.491,1.127,36,16,36,7,7,1,0,6,20,14,0,2,0,0,0,2,0,55.6,38.9,0.0,5.6,0.0,7,7,0,1,0,0,0,1,0,0.375,2,3,1,0,0,0,0,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,2.322,-0.856,26.3,3.494,359.171,0
142.22,13.117,23.84,1.139,24,10,23,2,6,2,0,0,14,8,0,2,0,0,0,2,0,58.3,33.3,0.0,8.3,0.0,5,3,0,0,0,0,0,0,0,0.0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.585,1.585,-0.768,26.3,1.953,254.396,0
192.28,17.644,29.723,1.125,30,14,30,7,3,1,0,6,16,12,0,2,0,0,0,2,0,53.3,40.0,0.0,6.7,0.0,5,7,0,1,0,0,0,1,0,0.429,4,0,1,0,0,0,0,6,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,2.322,-0.835,26.3,3.227,307.018,0
200.36,19.751,37.258,1.142,38,14,37,1,10,1,0,0,24,12,0,2,0,0,0,2,0,63.2,31.6,0.0,5.3,0.0,11,1,0,0,0,0,0,0,0,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.835,26.3,4.165,368.362,0
184.31,17.698,32.491,1.139,33,13,33,1,5,1,0,0,20,11,0,2,0,0,0,2,0,60.6,33.3,0.0,6.1,0.0,10,1,0,1,0,0,0,1,0,0.0,1,7,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.822,26.3,2.58,309.917,0
242.45,24.332,45.909,1.141,47,17,46,1,13,1,0,0,30,15,0,2,0,0,0,2,0,63.8,31.9,0.0,4.3,0.0,14,1,0,0,0,0,0,0,0,0.0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.865,26.3,4.957,446.592,0
179.24,15.612,26.058,1.131,26,13,26,7,5,1,0,6,13,10,1,2,0,0,0,3,0,50.0,38.5,3.8,7.7,0.0,4,6,0,1,0,0,0,1,0,0.462,1,2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3.0,2.322,-0.748,39.19,1.426,271.866,0
